,User_id,Date,Hold_Time,Latency_Time,Flight_Time
0,0EA27ICBLF,160722,87.21992452830189,274.44049056603774,193.5111320754717
1,0EA27ICBLF,160723,160.14285714285714,388.38571428571424,217.67142857142858
2,0EA27ICBLF,160724,84.77293762575454,294.21730382293765,218.56720321931587
3,0EA27ICBLF,160725,106.65945945945946,241.78108108108108,136.3864864864865
4,0EA27ICBLF,160726,86.94345047923322,284.7915734824281,203.61469648562303
5,0EA27ICBLF,160727,88.12149784482759,287.1893318965517,205.4117995689655
6,0EA27ICBLF,160728,84.98286620835536,287.1857482813326,207.1021152829191
7,0EA27ICBLF,160729,89.76602155365963,291.5913156713067,201.01115401885946
8,0EA27ICBLF,160730,84.10220820189275,549.5064668769716,217.98688783570302
9,0EA27ICBLF,160731,87.41485301701908,300.4865004299226,233.9091643741403
10,0EA27ICBLF,160801,86.85967238689548,278.4276911076443,197.5951248049922
11,0EA27ICBLF,160802,84.07358208955225,290.91985074626865,209.83537313432836
12,0EA27ICBLF,160803,85.82098092643052,289.3871934604905,209.55885558583108
13,0EA27ICBLF,160804,89.91960877862596,283.1157442748092,198.79079198473283
14,0EA27ICBLF,160805,93.65069967707213,291.80893433799787,205.7236813778256
15,0EA27ICBLF,160806,92.93402777777777,302.1097222222222,216.69583333333333
16,0EA27ICBLF,160808,82.12185929648241,285.1075376884422,210.38542713567838
17,0EA27ICBLF,160809,134.11666666666667,324.8666666666666,207.03333333333333
18,0EA27ICBLF,160810,99.39059500959694,298.34510556621876,205.78291746641074
19,0EA27ICBLF,160811,94.63333333333333,183.96666666666667,118.33333333333333
20,0EA27ICBLF,160812,131.7,277.90000000000003,157.3857142857143
21,0EA27ICBLF,160813,161.4909090909091,365.90909090909093,219.49166666666667
22,0EA27ICBLF,160814,200.2,416.95000000000005,293.95
23,0EA27ICBLF,160816,100.63529411764705,322.6117647058823,233.91764705882352
24,0EA27ICBLF,160817,87.90081300813007,281.0505081300813,198.5831300813008
25,0EA27ICBLF,160819,203.1,421.9,203.1
26,0EA27ICBLF,160820,90.30083300277667,278.93022610075366,194.31471638238796
27,0EA27ICBLF,160821,88.46603960396038,281.14666666666665,198.1678217821782
28,0EA27ICBLF,160822,86.16435452793834,272.50924855491326,192.98574181117536
29,0EA27ICBLF,160823,86.51129032258065,274.1616935483871,193.1756048387097
